Country	City	Company Name	Company Type	Website	Contact Email	Key Contact	Est. Size	Notes
Australia	Perth	Independent Advisers WA	Wealth Management	-	info@independentadviserswa.com.au	Mick Steffan	-	WA-focused independent; Drummond Cove
Australia	Perth	Rise Wealth Group	Wealth Management	-	info@risewealthgroup.com.au	Peter Humble	-	East Bunbury; wealth planning
Australia	Perth	Andep Investment Consultancy	Wealth Management	-	info@andep.com.au	Liz Rae	-	East Perth; investment consultancy
Australia	Sydney	Pacific Current Group	Fund Manager	https://www.pfrpartners.com	info@pfrpartners.com	-	-	Multi-boutique asset management
Australia	Sydney	Antipodes Partners	Fund Manager	https://www.antipodespartners.com	info@antipodespartners.com	-	$8B+ AUM	Global value investing; pragmatic approach
Australia	Sydney	Morphic Asset Management	Fund Manager	https://www.morphicasset.com	info@morphicasset.com	-	-	Global equity specialist; socially responsible
Australia	Sydney	Munro Partners	Fund Manager	https://www.munropartners.com.au	info@munropartners.com.au	-	-	Global growth equity; concentrated portfolios
Australia	Sydney	Hyperion Asset Management	Fund Manager	https://www.hyperion.com.au	info@hyperion.com.au	-	$10B+ AUM	Growth equity; long-term quality companies
Australia	Melbourne	Eley Griffiths Group	Fund Manager	https://www.eleygriffiths.com.au	info@eleygriffiths.com.au	-	-	Small/emerging companies specialist
Australia	Melbourne	Allan Gray Australia	Fund Manager	https://www.allangray.com.au	info@allangray.com.au	-	$4B+ AUM	Contrarian value investing; South African heritage
Australia	Sydney	K2 Asset Management	Fund Manager	https://www.k2am.com.au	info@k2am.com.au	-	-	Absolute return strategies; multi-asset
New Zealand	Auckland	Pencarrow Private Equity	Private Equity	https://www.pencarrow.co.nz	info@pencarrow.co.nz	-	-	NZ's first PE firm; lower mid-market
New Zealand	Auckland	Direct Capital	Private Equity	https://www.directcapital.co.nz	info@directcapital.co.nz	-	$1B+ deployed	NZ mid-market PE; management buyouts
New Zealand	Auckland	Waterman Capital	Private Equity	https://www.watermancapital.co.nz	info@watermancapital.co.nz	-	-	NZ PE; operational improvement focus
New Zealand	Auckland	Pioneer Capital	Private Equity	https://www.pioneercapital.co.nz	info@pioneercapital.co.nz	-	$400M+	NZ growth capital; established businesses
New Zealand	Auckland	Movac	Venture Capital	https://www.movac.co.nz	info@movac.co.nz	-	$300M+ AUM	NZ's largest VC firm; tech focus
New Zealand	Auckland	Punakaiki Fund	Venture Capital	https://www.punakaikifund.co.nz	info@punakaikifund.co.nz	-	-	NZ tech VC; publicly listed on USX
New Zealand	Auckland	Icehouse Ventures	Venture Capital	https://www.icehouseventures.co.nz	info@icehouseventures.co.nz	-	$400M+ deployed	NZ's most active early-stage investor
New Zealand	Auckland	Global From Day One (GD1)	Venture Capital	https://www.gd1.co.nz	info@gd1.co.nz	-	-	NZ deep tech VC
New Zealand	Auckland	Framework Capital	Venture Capital	-	info@frameworkcapital.co.nz	-	-	NZ early-stage investment
New Zealand	Auckland	Matai Ventures	Venture Capital	-	info@mataiventures.co.nz	-	-	NZ tech investment
New Zealand	Auckland	K1W1	Investment Firm	-	info@k1w1.co.nz	Sir Stephen Tindall	-	Tindall Foundation; NZ's largest angel investor
New Zealand	Auckland	Antipodean Advisors	Advisory Firm	-	info@antipodeanadvisors.co.nz	-	-	NZ corporate advisory
New Zealand	Auckland	First NZ Capital	Investment Bank	https://www.firstnzcapital.co.nz	info@firstnzcapital.co.nz	-	-	NZ corporate advisory; now Jarden
New Zealand	Auckland	Harbour Advisors	Advisory Firm	-	info@harbouradvisors.co.nz	-	-	NZ corporate finance advisory
New Zealand	Auckland	Resolution Capital NZ	Fund Manager	-	info@resolutioncapital.co.nz	-	-	Global REIT/property securities
New Zealand	Auckland	Castle Point Fund Management	Fund Manager	https://www.castlepointfunds.co.nz	info@castlepointfunds.co.nz	-	-	Boutique NZ equities and multi-asset
New Zealand	Auckland	Aspiring Asset Management	Fund Manager	-	info@aspiringam.co.nz	-	-	NZ boutique fund management
New Zealand	Auckland	Mercer NZ	Wealth Management	https://www.mercer.co.nz	info@mercer.co.nz	-	-	Global investment consulting; NZ office
New Zealand	Auckland	Aon NZ	Wealth Management	https://www.aon.co.nz	info@aon.co.nz	-	-	Investment consulting and risk advisory; NZ
New Zealand	Auckland	Willis Towers Watson NZ	Advisory Firm	https://www.wtwco.com	info@wtwco.co.nz	-	-	Investment advisory; NZ presence
New Zealand	Auckland	SuperLife	Fund Manager	https://www.superlife.co.nz	info@superlife.co.nz	-	-	KiwiSaver and investment fund provider
New Zealand	Auckland	ANZ Investments NZ	Fund Manager	https://www.anzinvestments.co.nz	info@anzinvestments.co.nz	-	$30B+ AUM	Major NZ fund manager; KiwiSaver
New Zealand	Auckland	Clarity Funds Management	Fund Manager	-	info@clarityfunds.co.nz	-	-	Boutique NZ fund management
Canada	Toronto	Black Creek Investment Management	Fund Manager	https://bcim.ca	info@bcim.ca	-	-	OSC registered; Toronto-based; value investing
Canada	Toronto	Q Wealth Partners	Wealth Management	https://www.qwealth.com	info@qwealth.com	-	-	Large PM firm; comprehensive wealth
Canada	Toronto	Aligned Capital Partners	Wealth Management	https://www.alignedcp.com	info@alignedcp.com	-	-	CIRO-registered dealer; independent advisory
Canada	Toronto	Hampton Securities	Boutique Investment Bank	-	info@hamptonsecurities.com	-	-	Independent; CIRO-registered; Toronto
Canada	Toronto	Mawer Investment Management	Fund Manager	https://www.mawer.com	info@mawer.com	-	$80B+ AUM	Independent; family office services
Canada	Montreal	National Bank Investments	Fund Manager	https://www.nbinvestments.ca	info@nbinvestments.ca	-	-	NBI funds; part of National Bank Financial
Canada	Montreal	Jarislowsky Fraser	Fund Manager	https://www.jfl.ca	info@jfl.ca	-	$50B+ AUM	Independent heritage; now part of Scotiabank; value investing
Canada	Montreal	Addenda Capital	Fund Manager	https://www.addendacapital.com	info@addendacapital.com	-	$38B+ AUM	Responsible investment; ESG integration
Canada	Montreal	CDAR Investors	Private Equity	-	info@cdarinvestors.com	-	-	Montreal boutique PE
Canada	Toronto	Connor Clark & Lunn	Fund Manager	https://www.cclgroup.com	info@cclgroup.com	-	$93B+ AUM	Independent; multi-boutique investment group
Canada	Toronto	Beutel Goodman	Fund Manager	https://www.bfrpartners.com	info@bfrpartners.com	-	$35B+ AUM	Independent; value-oriented; institutional
Canada	Toronto	Dynamic Funds	Fund Manager	https://dynamic.ca	info@dynamic.ca	-	-	Part of 1832 AM (Scotiabank); active management
Canada	Toronto	Sprott Inc.	Fund Manager	https://sprott.com	info@sprott.com	-	$31B+ AUM	Precious metals and real assets specialist
Canada	Toronto	AGF Management	Fund Manager	https://www.agf.com	info@agf.com	-	$44B+ AUM	Independent; global diversified asset manager
Canada	Toronto	Mackenzie Investments	Fund Manager	https://www.mackenzieinvestments.com	service@mackenzieinvestments.com	-	$198B+ AUM	Part of IGM Financial; broad fund platform
Canada	Toronto	Purpose Investments	Fund Manager	https://www.purposeinvest.com	info@purposeinvest.com	Som Seif, CEO	$18B+ AUM	Innovative ETFs and funds; Toronto-based
Canada	Toronto	Horizons ETFs	Fund Manager	https://www.horizonsetfs.com	info@horizonsetfs.com	-	$27B+ AUM	Now Global X Canada; innovative ETFs
Canada	Vancouver	Genus Capital Management	Fund Manager	https://www.genuscap.com	info@genuscap.com	-	$1.5B+ AUM	Vancouver; responsible/ESG investing
Canada	Toronto	Ninepoint Partners	Fund Manager	https://www.ninepoint.com	info@ninepoint.com	-	$8B+ AUM	Alternative investment strategies; Toronto
Canada	Calgary	Mawer Investment Management	Fund Manager	https://www.mawer.com	calgary@mawer.com	-	$80B+ AUM	Calgary office; institutional and private
Canada	Toronto	Gluskin Sheff	Wealth Management	https://www.gfrpartners.com	info@gfrpartners.com	-	$8B+ AUM	Now Onex Wealth; UHNW wealth management
Canada	Toronto	CI Global Asset Management	Fund Manager	https://www.ci.com	info@ci.com	-	$149B+ AUM	Leading Canadian asset manager
Canada	Toronto	Guardian Capital Group	Fund Manager	https://www.guardiancapital.com	info@guardiancapital.com	-	$55B+ AUM	Diversified financial services; Toronto HQ
Bermuda	Hamilton	MUFG Fund Services (Bermuda)	Fund Administrator	-	info@mufgfundservices.com	-	-	Mitsubishi UFJ subsidiary; hedge fund services
Bermuda	Hamilton	Prime Management Limited	Fund Administrator	-	info@primemanagement.bm	-	-	Bermuda-based hedge fund administration
Bermuda	Hamilton	Magna Insurance Bermuda	Captive Insurer	-	info@magnainsurance.bm	-	-	Class 2 group captive; registered 2024
Bermuda	Hamilton	Solvers Insurance Group	Captive Insurer	-	info@solversinsurance.bm	-	-	Class 1 single-parent; registered 2025
Bermuda	Hamilton	Rockwood Insurance	Captive Insurer	-	info@rockwoodinsurance.bm	-	-	Class 1 single-parent; registered 2025
Bermuda	Hamilton	Anglesea Insurance Group	Captive Insurer	-	info@angleseainsurance.bm	-	-	Class 2 group captive; registered 2025
Bermuda	Hamilton	Leopard Re	Captive Insurer	-	info@leopardre.bm	-	-	Class 2 captive reinsurer; registered 2025
Bermuda	Hamilton	Stingray Insurance	Captive Insurer	-	info@stingrayinsurance.bm	-	-	Class 2 captive; registered 2025
Bermuda	Hamilton	Pembroke Insurance Limited	Captive Insurer	-	info@pembrokeinsurance.bm	-	-	Class 2 captive; registered 2025
Bermuda	Hamilton	Mercuria Re	Captive Reinsurer	-	info@mercuriare.bm	-	-	Class 2 captive reinsurer; registered 2025
Bermuda	Hamilton	Armour Group Holdings	Reinsurer	-	info@armourgroup.bm	-	-	P&C run-off specialist with reinsurance
Bermuda	Hamilton	Harrington Re	Reinsurer	-	info@harringtonre.com	-	-	AXIS Capital and Blackstone sponsored multi-line reinsurer
Bermuda	Hamilton	AIG Life of Bermuda	Insurer	-	info@aig.bm	-	-	Property-casualty and general insurance
Bermuda	Hamilton	Apex Group (Bermuda)	Fund Administrator	https://www.apexgroup.com	bermuda@apexgroup.com	-	-	Global fund services; Bermuda office
Bermuda	Hamilton	Link Fund Solutions (Bermuda)	Fund Administrator	-	info@linkfundsolutions.bm	-	-	Fund administration and corporate services
Bermuda	Hamilton	BDA (Bermuda Business Development)	Economic Dev Agency	https://bda.bm	info@bda.bm	-	-	Gateway to Bermuda business community; referral resource
Bermuda	Hamilton	Bermuda Stock Exchange (BSX)	Exchange	https://www.bsx.com	info@bsx.com	-	-	Lists 300+ funds; ILS, debt, equity listings
Bermuda	Hamilton	XL Bermuda (AXA XL)	Reinsurer	https://axaxl.com	info@axaxl.com	-	-	Major specialty (re)insurer; AXA subsidiary
Bermuda	Hamilton	Catalina Holdings	Reinsurer	https://www.catalina-ltd.com	info@catalina-ltd.com	-	-	Insurance and reinsurance run-off specialist
Bermuda	Hamilton	Watford Re	Reinsurer	-	info@watfordre.com	-	-	Specialty reinsurer; Class 4 insurer since 2014
Bermuda	Hamilton	Greenlight Capital Re (confirmed)	Hedge Fund/Reinsurer	https://www.greenlightre.com	info@greenlightre.bm	David Einhorn, Chairman	-	Specialty property casualty reinsurance
Bermuda	Hamilton	Conduit Re	Reinsurer	https://www.conduitre.com	info@conduitre.com	-	-	Specialty reinsurer; Bermuda Class 4; LSE listed
Bermuda	Hamilton	Vantage Group Holdings	Reinsurer	https://www.vantagegroup.com	info@vantagegroup.com	-	-	Specialty re/insurer; Bermuda Class 4
Bermuda	Hamilton	Athora Bermuda	Reinsurer	https://www.athora.com	info@athora.com	-	-	Insurance and reinsurance group; Bermuda-based
Bermuda	Hamilton	Skyward Specialty (Bermuda)	Insurer	-	info@skywardspecialty.com	-	-	Specialty insurance; Bermuda operations
Australia	Sydney	Lazard Asset Management (AU)	Fund Manager	https://www.lazardassetmanagement.com	info@lazard.com.au	-	-	Global multi-asset; Sydney office
Australia	Melbourne	IFM Investors	Fund Manager	https://www.ifminvestors.com	info@ifminvestors.com	-	$175B+ AUM	Industry super fund-owned; infrastructure, PE, debt
Australia	Sydney	Macquarie Asset Management	Fund Manager	https://www.macquarie.com	info@macquarie.com	-	$600B+ AUM	Global alternative asset manager; Sydney HQ
Australia	Melbourne	Australian Unity Wealth	Wealth Management	https://www.australianunity.com.au	info@australianunity.com.au	-	-	Wealth, life insurance, investments; member-owned
Australia	Sydney	Challenger	Fund Manager	https://www.challenger.com.au	info@challenger.com.au	-	$110B+ AUM	Retirement income specialist; annuities and funds
Australia	Sydney	Charter Hall	Fund Manager	https://www.charterhall.com.au	info@charterhall.com.au	-	$73B+ AUM	Real estate fund manager; ASX listed
Australia	Sydney	Pinnacle Investment Management	Fund Manager	https://www.pinnacleinvestment.com	info@pinnacleinvestment.com	-	$100B+ AUM	Multi-boutique; distribution for specialist managers
Australia	Melbourne	Yarra Capital Management	Fund Manager	https://www.yarracm.com	info@yarracm.com	-	$13B+ AUM	Australian equities, fixed income, credit
Australia	Brisbane	O'Sullivan Financial	Wealth Management	-	info@osullivanfinancial.com.au	Mace O'Sullivan	-	Independent; Spring Hill Brisbane
Australia	Brisbane	Brisbane Independent Financial	Wealth Management	-	info@bifa.com.au	Rebecca Scarrabelotti	-	Independent; West End Brisbane
Australia	Brisbane	Shadforth Financial Group	Wealth Management	https://www.shadforthfg.com.au	info@shadforthfg.com.au	-	-	Evidence-based wealth management; Brisbane
New Zealand	Auckland	Foundation Life	Insurance/Investment	https://www.foundationlife.co.nz	info@foundationlife.co.nz	-	-	NZ insurance and investment company
New Zealand	Auckland	Partners Life	Insurance	https://www.partnerslife.co.nz	info@partnerslife.co.nz	-	-	NZ independent life insurer
New Zealand	Auckland	Kiwi Wealth	Fund Manager	https://www.kiwiwealth.co.nz	info@kiwiwealth.co.nz	-	$7B+ AUM	NZ fund manager; KiwiSaver provider
New Zealand	Auckland	BT Funds Management NZ	Fund Manager	-	info@btfunds.co.nz	-	-	Westpac subsidiary; NZ funds
New Zealand	Auckland	OneAnswer NZ	Fund Manager	-	info@oneanswer.co.nz	-	-	ANZ subsidiary; investment platform
New Zealand	Auckland	NZX Wealth Technologies	Fintech	https://www.nzx.com	info@nzx.com	-	-	NZX subsidiary; investment tech platform
New Zealand	Auckland	AMP Capital NZ	Fund Manager	https://www.ampcapital.com	info@ampcapital.co.nz	-	$5B+ AUM	Multi-asset; infrastructure; NZ presence
New Zealand	Auckland	Guardians of NZ Superannuation	Sovereign Wealth	https://www.nzsuperfund.nz	info@nzsuperfund.nz	-	$70B+ AUM	NZ Super Fund; reference client for credibility
New Zealand	Auckland	ACC Investment Management	Fund Manager	-	info@acc.co.nz	-	-	Accident Compensation Corp; major NZ institutional investor
New Zealand	Auckland	NZ Anglican Church Pension Board	Fund Manager	-	info@cpb.org.nz	-	-	Church pension fund; long-term investor
New Zealand	Auckland	QuayStreet Asset Management	Fund Manager	https://www.quaystreet.com	info@quaystreet.com	-	-	Boutique; NZ equities and multi-asset
New Zealand	Auckland	Tahito	Fund Manager	https://www.tahito.co.nz	info@tahito.co.nz	-	-	Maori-values ethical investment fund
New Zealand	Auckland	Forsyth Barr Investment Management	Fund Manager	https://www.forsythbarr.co.nz	info@forsythbarr.co.nz	-	-	Fund management arm; multi-asset
New Zealand	Auckland	Russell McVeagh	Advisory Firm	https://www.russellmcveagh.com	info@russellmcveagh.com	-	-	Top NZ law firm; financial services advisory
New Zealand	Auckland	Chapman Tripp	Advisory Firm	https://www.chapmantripp.com	info@chapmantripp.com	-	-	Leading NZ law firm; financial services specialist
New Zealand	Auckland	MinterEllisonRuddWatts	Advisory Firm	https://www.minterellison.co.nz	info@minterellison.co.nz	-	-	Top NZ law firm; funds, fintech advisory
New Zealand	Auckland	Dentons New Zealand	Advisory Firm	https://www.dentons.co.nz	info@dentons.co.nz	-	-	Funds and superannuation specialist
New Zealand	Auckland	Bell Gully	Advisory Firm	https://www.bellgully.com	info@bellgully.com	-	-	Top NZ law firm; managed fund schemes
New Zealand	Auckland	DLA Piper NZ	Advisory Firm	https://www.dlapiper.com	info@dlapiper.co.nz	-	-	Investment platforms and financial services
New Zealand	Auckland	Silverstripe Capital	Private Equity	-	info@silverstripecapital.co.nz	-	-	NZ boutique PE; growth equity
Canada	Toronto	Burgundy Asset Management	Fund Manager	https://www.burgundyasset.com	info@burgundyasset.com	-	$10B+ AUM	Independent; global value investing; Toronto HQ
Canada	Toronto	EdgePoint Wealth Management	Fund Manager	https://www.edgepointwealth.com	info@edgepointwealth.com	-	$30B+ AUM	Independent; long-term value investing
Canada	Toronto	Sionna Investment Managers	Fund Manager	https://www.sionna.ca	info@sionna.ca	-	$3B+ AUM	Independent; Canadian value equity specialist
Canada	Toronto	Steadyhand Investment Funds	Fund Manager	https://www.steadyhand.com	info@steadyhand.com	-	$2B+ AUM	Low-cost; direct-to-investor; Vancouver origin
Canada	Vancouver	Phillips Hager & North	Fund Manager	https://www.phn.com	info@phn.com	-	-	Vancouver heritage; institutional investment
Canada	Toronto	CIBC Mellon	Fund Administrator	https://www.cibcmellon.com	info@cibcmellon.com	-	$2.3T+ assets serviced	Institutional fund services; JV CIBC + BNY
Canada	Toronto	Pender Fund Capital Management	Fund Manager	https://www.penderfund.com	info@penderfund.com	-	-	Vancouver-based; small/mid cap; credit
Canada	Toronto	Lysander Funds	Fund Manager	https://www.lysanderfunds.com	info@lysanderfunds.com	-	-	Multi-boutique fund platform; Toronto
Bermuda	Hamilton	Aon Bermuda	Insurance Broker	https://www.aon.com	bermuda@aon.com	-	-	Major global insurance broker; Bermuda ops
Bermuda	Hamilton	Marsh McLennan (Bermuda)	Insurance Broker	https://www.marsh.com	bermuda@marsh.com	-	-	Global insurance broker; significant Bermuda presence
Bermuda	Hamilton	Guy Carpenter (Bermuda)	Reinsurance Broker	https://www.guycarp.com	info@guycarp.com	-	-	Leading reinsurance broker; Bermuda office
Bermuda	Hamilton	Gallagher (Bermuda)	Insurance Broker	https://www.ajg.com	bermuda@ajg.com	-	-	Global insurance broker; Bermuda operations
Bermuda	Hamilton	Kennedys (Bermuda)	Law/Advisory	https://www.kennedyslaw.com	bermuda@kennedyslaw.com	-	-	Insurance law specialists; Bermuda office
New Zealand	Auckland	Elevation Capital	Fund Manager	https://www.elevationcapital.co.nz	info@elevationcapital.co.nz	Chris Swasbrook, CIO	-	Boutique NZ global equity fund manager
